Rank,College Name,Course,Alloted Category,Round,Year,College Category
6112,"PIM : Palakkad Institute of Medical Sciences, Walayar",MBBS,AM,Round 3,2024,Private
6112,"KMM : Karuna Medical College, Vilayodi, Palakkad.",MBBS,AM,Round 3,2025,Private
6113,"AMC : Amala Institute of Medical Sciences, Thrissur",MBBS,AC,Round 3,2025,Private
6114,"TRM : Travancore Medical College, Umayanalloor, Kollam.",MBBS,MM,Round 3,2024,Private
6114,"SUC : SUT Accademy of Medical Sciences , Thiruvananthapuram.",MBBS,SM,Round 3,2025,Private
6115,"AMC : Amala Institute of Medical Sciences, Thrissur",MBBS,AC,Round 3,2025,Private
6116,"MZM : Mount Zion Medical College, Pathanamthitta.",MBBS,AM,Round 2,2024,Private
6117,"MMH : Malabar Medical College Hospital, Kozhikkode",MBBS,MU,Round 3,2024,Private
6119,"MMH : Malabar Medical College Hospital, Kozhikkode",MBBS,MU,Round 3,2024,Private
6119,"SIM : Sree Narayana Institute of Medical Sciences, Ernakulam.",MBBS,SM,Round 3,2025,Private
6123,"MMH : Malabar Medical College Hospital, Kozhikkode",MBBS,MU,Round 3,2024,Private
6124,"KCM : KMCT Medical College, Mukkom, Kozikkode.",MBBS,SM,Round 3,2025,Private
6125,"MMC : Malankara Orthodox Syrian Church Medi.College, Kolenchery.",MBBS,AC,Round 3,2024,Private
6126,"KTD : Govt. Dental College, Kottayam.",BDS,BX,Round 3,2025,Government
6128,"SIM : Sree Narayana Institute of Medical Sciences, Ernakulam.",MBBS,SM,Round 1,2025,Private
6129,"MMH : Malabar Medical College Hospital, Kozhikkode",MBBS,EZ,Round 3,2025,Private
6131,"MMH : Malabar Medical College Hospital, Kozhikkode",MBBS,MU,Round 3,2024,Private
6133,"TRM : Travancore Medical College, Umayanalloor, Kollam.",MBBS,MM,Round 3,2025,Private
6134,"AAM : Al Azhar Medical college, Thodupuzha.",MBBS,AM,Round 2,2024,Private
6134,"AMC : Amala Institute of Medical Sciences, Thrissur",MBBS,AC,Round 3,2025,Private
6136,IDM : Government Medical College Idukki,MBBS,PI,Round 3,2024,Government
6138,"MMH : Malabar Medical College Hospital, Kozhikkode",MBBS,BH,Round 3,2024,Private
6138,"MMH : Malabar Medical College Hospital, Kozhikkode",MBBS,VK,Round 3,2025,Private
6143,"AAM : Al Azhar Medical college, Thodupuzha.",MBBS,SM,Round 1,2025,Private
6145,"MZM : Mount Zion Medical College, Pathanamthitta.",MBBS,AM,Round 3,2025,Private
6146,"PMC : Pushpagiri Institute of Medical Science, Thiruvalla.",MBBS,AC,Round 3,2024,Private
6148,"AAM : Al Azhar Medical college, Thodupuzha.",MBBS,AM,Round 3,2025,Private
6149,"KEM : Kerala Medical College, Palakkad",MBBS,SM,Round 3,2025,Private
6150,"PMC : Pushpagiri Institute of Medical Science, Thiruvalla.",MBBS,AC,Round 3,2025,Private
6151,"SIM : Sree Narayana Institute of Medical Sciences, Ernakulam.",MBBS,SM,Round 3,2025,Private
6152,"KCM : KMCT Medical College, Mukkom, Kozikkode.",MBBS,MM,Round 3,2025,Private
6153,"PMC : Pushpagiri Institute of Medical Science, Thiruvalla.",MBBS,AC,Round 3,2024,Private
6153,"KKM : Govt. Medical College, Kozhikkode.",MBBS,ST,Round 1,2025,Government
6154,"MMH : Malabar Medical College Hospital, Kozhikkode",MBBS,EZ,Round 3,2024,Private
6155,"KTD : Govt. Dental College, Kottayam.",BDS,SD,Stray Round,2025,Government
6157,"TRM : Travancore Medical College, Umayanalloor, Kollam.",MBBS,MM,Round 3,2024,Private
6157,"BCM : Believers Church Medical College Hospital, Thiruvalla",MBBS,BH,Stray Round,2025,Private
6158,"KCM : KMCT Medical College, Mukkom, Kozikkode.",MBBS,SM,Round 3,2025,Private
6160,"DMM : Dr. Moopen's Medical College, Meppadi, Wayanad.",MBBS,AM,Round 3,2025,Private
6162,"TRM : Travancore Medical College, Umayanalloor, Kollam.",MBBS,MM,Round 3,2025,Private
6163,"TRM : Travancore Medical College, Umayanalloor, Kollam.",MBBS,MM,Round 3,2024,Private
6164,"KDM : P K Das Institute of Medical Sciences, Ottapalam.",MBBS,AM,Round 3,2025,Private
6165,"AAM : Al Azhar Medical college, Thodupuzha.",MBBS,AM,Round 2,2024,Private
6165,"DMM : Dr. Moopen's Medical College, Meppadi, Wayanad.",MBBS,AM,Round 3,2025,Private
6166,"SUC : SUT Accademy of Medical Sciences , Thiruvananthapuram.",MBBS,SM,Round 3,2024,Private
6171,"PMC : Pushpagiri Institute of Medical Science, Thiruvalla.",MBBS,AC,Round 3,2025,Private
6172,"MMH : Malabar Medical College Hospital, Kozhikkode",MBBS,BH,Round 3,2025,Private
6175,"EID : Educare Institute of Dental Sciences, Malappuram.",BDS,SM,Round 3,2025,Private
6176,"KCM : KMCT Medical College, Mukkom, Kozikkode.",MBBS,SM,Round 3,2024,Private
6177,"PMC : Pushpagiri Institute of Medical Science, Thiruvalla.",MBBS,AC,Round 3,2025,Private
6180,"SUC : SUT Accademy of Medical Sciences , Thiruvananthapuram.",MBBS,SM,Round 3,2024,Private
6182,"SUC : SUT Accademy of Medical Sciences , Thiruvananthapuram.",MBBS,SM,Round 3,2025,Private
6183,"MMH : Malabar Medical College Hospital, Kozhikkode",MBBS,MU,Round 3,2025,Private
6184,"TRM : Travancore Medical College, Umayanalloor, Kollam.",MBBS,MM,Round 3,2024,Private
6186,"SUC : SUT Accademy of Medical Sciences , Thiruvananthapuram.",MBBS,EZ,Round 1,2025,Private
6187,"PIM : Palakkad Institute of Medical Sciences, Walayar",MBBS,AM,Round 2,2025,Private
6188,"KCM : KMCT Medical College, Mukkom, Kozikkode.",MBBS,SM,Round 3,2024,Private
6189,"KCM : KMCT Medical College, Mukkom, Kozikkode.",MBBS,BH,Round 3,2025,Private
6191,"MMC : Malankara Orthodox Syrian Church Medi.College, Kolenchery.",MBBS,AC,Round 3,2024,Private
6193,"KMM : Karuna Medical College, Vilayodi, Palakkad.",MBBS,AM,Round 3,2025,Private
6195,"KCM : KMCT Medical College, Mukkom, Kozikkode.",MBBS,SM,Round 3,2024,Private
6195,"SUC : SUT Accademy of Medical Sciences , Thiruvananthapuram.",MBBS,SM,Round 3,2025,Private
6196,"MMH : Malabar Medical College Hospital, Kozhikkode",MBBS,MU,Round 3,2025,Private
6197,"TRM : Travancore Medical College, Umayanalloor, Kollam.",MBBS,MM,Round 3,2024,Private
6198,"DMM : Dr. Moopen's Medical College, Meppadi, Wayanad.",MBBS,SM,Round 3,2025,Private
6199,"AMC : Amala Institute of Medical Sciences, Thrissur",MBBS,AC,Round 3,2025,Private
6200,"PMC : Pushpagiri Institute of Medical Science, Thiruvalla.",MBBS,AC,Round 3,2024,Private
6201,"SIM : Sree Narayana Institute of Medical Sciences, Ernakulam.",MBBS,SM,Round 3,2025,Private
6204,"MZM : Mount Zion Medical College, Pathanamthitta.",MBBS,AM,Round 3,2025,Private
6206,"MMH : Malabar Medical College Hospital, Kozhikkode",MBBS,EZ,Round 1,2024,Private
6208,"TRM : Travancore Medical College, Umayanalloor, Kollam.",MBBS,MM,Round 3,2025,Private
6209,"KCM : KMCT Medical College, Mukkom, Kozikkode.",MBBS,MM,Round 3,2025,Private
6212,"DMM : Dr. Moopen's Medical College, Meppadi, Wayanad.",MBBS,SM,Round 3,2024,Private
6213,"MMH : Malabar Medical College Hospital, Kozhikkode",MBBS,BH,Round 3,2024,Private
6214,"KEM : Kerala Medical College, Palakkad",MBBS,SM,Round 3,2025,Private
6215,"TRM : Travancore Medical College, Umayanalloor, Kollam.",MBBS,MM,Round 3,2025,Private
6217,"TRM : Travancore Medical College, Umayanalloor, Kollam.",MBBS,MM,Round 3,2024,Private
6218,"TVD : Govt. Dental College, Thiruvananthapuram.",BDS,BH,Round 3,2024,Government
6220,"MZM : Mount Zion Medical College, Pathanamthitta.",MBBS,AM,Round 2,2024,Private
6220,"KND- Government Dental College, Kannur.",BDS,BX,Round 3,2025,Government
6221,"SUC : SUT Accademy of Medical Sciences , Thiruvananthapuram.",MBBS,SM,Round 3,2025,Private
6222,"SMC : Dr. Somervell Memorial CSI Medical College, Karakonam.",MBBS,SM,Round 3,2024,Private
6223,"KCM : KMCT Medical College, Mukkom, Kozikkode.",MBBS,SM,Round 2,2024,Private
6223,"MZM : Mount Zion Medical College, Pathanamthitta.",MBBS,AM,Round 3,2025,Private
6224,"PIM : Palakkad Institute of Medical Sciences, Walayar",MBBS,AM,Round 3,2024,Private
6225,"MZM : Mount Zion Medical College, Pathanamthitta.",MBBS,AM,Round 2,2025,Private
6226,"MMC : Malankara Orthodox Syrian Church Medi.College, Kolenchery.",MBBS,AC,Round 3,2024,Private
6226,"TRM : Travancore Medical College, Umayanalloor, Kollam.",MBBS,EZ,Round 3,2025,Private
6227,"TRM : Travancore Medical College, Umayanalloor, Kollam.",MBBS,MM,Round 3,2025,Private
6228,"KDM : P K Das Institute of Medical Sciences, Ottapalam.",MBBS,AM,Round 3,2025,Private
6229,"MLD : Malabar Dental College, Edappal.",BDS,SM,Round 1,2025,Private
6230,"ALD : Government Dental College, Alappuzha.",BDS,EW,Round 3,2025,Government
6231,"GMC : Sree Gokulam Medical College, Venjaramoodu, TVPM.",MBBS,EW,Round 3,2025,Private
6232,"MMH : Malabar Medical College Hospital, Kozhikkode",MBBS,BH,Round 3,2024,Private
6233,"KDM : P K Das Institute of Medical Sciences, Ottapalam.",MBBS,SM,Round 3,2024,Private
6233,"AMC : Amala Institute of Medical Sciences, Thrissur",MBBS,AC,Round 3,2025,Private
6234,"KCM : KMCT Medical College, Mukkom, Kozikkode.",MBBS,MM,Round 3,2025,Private
6235,"SMC : Dr. Somervell Memorial CSI Medical College, Karakonam.",MBBS,SM,Round 3,2025,Private
6236,"MMH : Malabar Medical College Hospital, Kozhikkode",MBBS,EZ,Round 3,2025,Private
6238,"SMC : Dr. Somervell Memorial CSI Medical College, Karakonam.",MBBS,SM,Round 3,2025,Private
6241,"KCM : KMCT Medical College, Mukkom, Kozikkode.",MBBS,SM,Round 3,2024,Private
6242,"MLP : Govt. Medical College, Manjeri.",MBBS,DV,Round 3,2024,Government
6245,"KCM : KMCT Medical College, Mukkom, Kozikkode.",MBBS,MM,Round 3,2025,Private
6246,"AAM : Al Azhar Medical college, Thodupuzha.",MBBS,AM,Round 3,2025,Private
6247,"KCM : KMCT Medical College, Mukkom, Kozikkode.",MBBS,SM,Round 3,2024,Private
6247,"KTM : Govt. Medical College, Kottayam.",MBBS,KN,Round 3,2025,Government
6248,"SUC : SUT Accademy of Medical Sciences , Thiruvananthapuram.",MBBS,SM,Round 3,2025,Private
6250,"SUC : SUT Accademy of Medical Sciences , Thiruvananthapuram.",MBBS,SM,Round 3,2025,Private
6251,"BCM : Believers Church Medical College Hospital, Thiruvalla",MBBS,AC,Round 3,2025,Private
6252,"SUC : SUT Accademy of Medical Sciences , Thiruvananthapuram.",MBBS,SM,Round 3,2024,Private
6253,"AAM : Al Azhar Medical college, Thodupuzha.",MBBS,AM,Round 2,2024,Private
6253,"TCM : Govt. Medical College, Thrissur.",MBBS,SC,Round 3,2025,Government
6254,"JMC : Jubilee Mission Medical College, Thrisur.",MBBS,AC,Round 3,2025,Private
6255,"KCM : KMCT Medical College, Mukkom, Kozikkode.",MBBS,SM,Round 3,2024,Private
6257,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,DA,Round 3,2024,Government
6257,"MMC : Malankara Orthodox Syrian Church Medi.College, Kolenchery.",MBBS,AC,Round 3,2025,Private
6258,"KND- Government Dental College, Kannur.",BDS,FL EZ,Round 3,2024,Government
6258,"MMH : Malabar Medical College Hospital, Kozhikkode",MBBS,EZ,Round 3,2025,Private
6259,"SUC : SUT Accademy of Medical Sciences , Thiruvananthapuram.",MBBS,SM,Round 3,2024,Private
6260,"MMH : Malabar Medical College Hospital, Kozhikkode",MBBS,EZ,Round 3,2024,Private
6260,"SUC : SUT Accademy of Medical Sciences , Thiruvananthapuram.",MBBS,SM,Round 3,2025,Private
6261,"KCM : KMCT Medical College, Mukkom, Kozikkode.",MBBS,SM,Round 3,2024,Private
6262,"KDM : P K Das Institute of Medical Sciences, Ottapalam.",MBBS,AM,Round 3,2025,Private
6263,"KEM : Kerala Medical College, Palakkad",MBBS,MU,Round 3,2025,Private
6264,"KDM : P K Das Institute of Medical Sciences, Ottapalam.",MBBS,SM,Round 3,2024,Private
6266,"KKM : Govt. Medical College, Kozhikkode.",MBBS,PD,Round 3,2024,Government
6266,"PIM : Palakkad Institute of Medical Sciences, Walayar",MBBS,AM,Round 3,2025,Private
6268,"MMH : Malabar Medical College Hospital, Kozhikkode",MBBS,EZ,Round 3,2024,Private
6271,"PIM : Palakkad Institute of Medical Sciences, Walayar",MBBS,AM,Stray Round,2024,Private
6271,"TRM : Travancore Medical College, Umayanalloor, Kollam.",MBBS,MM,Round 3,2025,Private
6272,"AAM : Al Azhar Medical college, Thodupuzha.",MBBS,AM,Round 2,2024,Private
6272,"SIM : Sree Narayana Institute of Medical Sciences, Ernakulam.",MBBS,SM,Round 3,2025,Private
6275,"AAM : Al Azhar Medical college, Thodupuzha.",MBBS,AM,Round 2,2024,Private
6275,"AZC : Azeezia Institute of Medi. Science, Meyyannoor, Kollam",MBBS,AM,Round 3,2025,Private
6276,"KCM : KMCT Medical College, Mukkom, Kozikkode.",MBBS,MM,Round 3,2024,Private
6277,"KCM : KMCT Medical College, Mukkom, Kozikkode.",MBBS,SM,Round 3,2024,Private
6278,"PIM : Palakkad Institute of Medical Sciences, Walayar",MBBS,AM,Stray Round,2024,Private
6278,"KCM : KMCT Medical College, Mukkom, Kozikkode.",MBBS,MU,Round 3,2025,Private
6279,"PMC : Pushpagiri Institute of Medical Science, Thiruvalla.",MBBS,AC,Round 3,2025,Private
6281,"SIM : Sree Narayana Institute of Medical Sciences, Ernakulam.",MBBS,SM,Round 3,2025,Private
6283,"MMH : Malabar Medical College Hospital, Kozhikkode",MBBS,EZ,Round 3,2024,Private
6284,"KMD : KMCT Dental College, Mambatta, Mukkam, Kozhikode.",BDS,SM,Round 3,2025,Private
6286,"KCM : KMCT Medical College, Mukkom, Kozikkode.",MBBS,MM,Round 1,2024,Private
6287,"KCM : KMCT Medical College, Mukkom, Kozikkode.",MBBS,SM,Round 3,2024,Private
6288,"AAM : Al Azhar Medical college, Thodupuzha.",MBBS,AM,Round 2,2024,Private
6289,"PIM : Palakkad Institute of Medical Sciences, Walayar",MBBS,AM,Round 3,2024,Private
6292,"SMC : Dr. Somervell Memorial CSI Medical College, Karakonam.",MBBS,SM,Round 3,2024,Private
6292,"SIM : Sree Narayana Institute of Medical Sciences, Ernakulam.",MBBS,SM,Round 1,2025,Private
6293,"AMC : Amala Institute of Medical Sciences, Thrissur",MBBS,AC,Round 3,2025,Private
6296,"PIM : Palakkad Institute of Medical Sciences, Walayar",MBBS,AM,Stray Round,2024,Private
6298,"DMM : Dr. Moopen's Medical College, Meppadi, Wayanad.",MBBS,SM,Round 3,2024,Private
6300,"KCM : KMCT Medical College, Mukkom, Kozikkode.",MBBS,SM,Round 3,2024,Private
6301,"AAM : Al Azhar Medical college, Thodupuzha.",MBBS,AM,Round 2,2024,Private
6301,"DMM : Dr. Moopen's Medical College, Meppadi, Wayanad.",MBBS,SM,Round 3,2025,Private
6303,"MZM : Mount Zion Medical College, Pathanamthitta.",MBBS,AM,Round 2,2025,Private
6304,"TCD : Govt. Dental College, Thrissur.",BDS,EW,Round 3,2025,Government
6305,"SUC : SUT Accademy of Medical Sciences , Thiruvananthapuram.",MBBS,SM,Round 3,2025,Private
6306,"SUC : SUT Accademy of Medical Sciences , Thiruvananthapuram.",MBBS,SM,Round 3,2024,Private
6306,"KKD : Govt. Dental College, Kozhikkode.",BDS,BH,Round 1,2025,Government
6307,IDM : Government Medical College Idukki,MBBS,DV,Round 3,2025,Government
6312,"PMC : Pushpagiri Institute of Medical Science, Thiruvalla.",MBBS,AC,Round 3,2025,Private
6314,"TRM : Travancore Medical College, Umayanalloor, Kollam.",MBBS,MM,Round 3,2024,Private
6316,"MMH : Malabar Medical College Hospital, Kozhikkode",MBBS,EW,Round 3,2025,Private
6317,"PMC : Pushpagiri Institute of Medical Science, Thiruvalla.",MBBS,AC,Round 3,2024,Private
6318,"TRM : Travancore Medical College, Umayanalloor, Kollam.",MBBS,MM,Round 3,2025,Private
6322,"KDM : P K Das Institute of Medical Sciences, Ottapalam.",MBBS,AM,Round 3,2025,Private
6324,"KDM : P K Das Institute of Medical Sciences, Ottapalam.",MBBS,SM,Round 3,2024,Private
6324,"MMH : Malabar Medical College Hospital, Kozhikkode",MBBS,EZ,Round 3,2025,Private
6325,"TRM : Travancore Medical College, Umayanalloor, Kollam.",MBBS,MM,Round 3,2024,Private
6326,"PMC : Pushpagiri Institute of Medical Science, Thiruvalla.",MBBS,AC,Round 1,2025,Private
6327,"PMC : Pushpagiri Institute of Medical Science, Thiruvalla.",MBBS,AC,Round 3,2024,Private
6327,"PIM : Palakkad Institute of Medical Sciences, Walayar",MBBS,AM,Round 2,2025,Private
6328,"KDM : P K Das Institute of Medical Sciences, Ottapalam.",MBBS,SM,Round 3,2024,Private
6330,"AAM : Al Azhar Medical college, Thodupuzha.",MBBS,AM,Round 3,2024,Private
6330,"KDM : P K Das Institute of Medical Sciences, Ottapalam.",MBBS,AM,Round 3,2025,Private
6331,"KCM : KMCT Medical College, Mukkom, Kozikkode.",MBBS,SM,Round 3,2024,Private
6332,"MMH : Malabar Medical College Hospital, Kozhikkode",MBBS,MU,Round 3,2024,Private
6332,"PMC : Pushpagiri Institute of Medical Science, Thiruvalla.",MBBS,AC,Round 3,2025,Private
6333,"SIM : Sree Narayana Institute of Medical Sciences, Ernakulam.",MBBS,SM,Round 1,2025,Private
6334,"SIM : Sree Narayana Institute of Medical Sciences, Ernakulam.",MBBS,SM,Round 3,2024,Private
6334,"MZM : Mount Zion Medical College, Pathanamthitta.",MBBS,AM,Round 2,2025,Private
6335,"SMC : Dr. Somervell Memorial CSI Medical College, Karakonam.",MBBS,SM,Round 3,2024,Private
6337,"KCM : KMCT Medical College, Mukkom, Kozikkode.",MBBS,MU,Round 3,2025,Private
6338,"KDM : P K Das Institute of Medical Sciences, Ottapalam.",MBBS,SM,Round 3,2024,Private
6338,"PIM : Palakkad Institute of Medical Sciences, Walayar",MBBS,AM,Round 3,2025,Private
6339,"MMH : Malabar Medical College Hospital, Kozhikkode",MBBS,EZ,Round 3,2024,Private
6340,"TRM : Travancore Medical College, Umayanalloor, Kollam.",MBBS,MM,Round 3,2025,Private
6342,"MZM : Mount Zion Medical College, Pathanamthitta.",MBBS,AM,Round 3,2025,Private
6343,"MMH : Malabar Medical College Hospital, Kozhikkode",MBBS,BH,Round 3,2025,Private
6344,"KMM : Karuna Medical College, Vilayodi, Palakkad.",MBBS,AM,Round 3,2024,Private
6345,"AAM : Al Azhar Medical college, Thodupuzha.",MBBS,AM,Round 3,2024,Private
6346,"AAM : Al Azhar Medical college, Thodupuzha.",MBBS,AM,Round 3,2024,Private
6347,"KDM : P K Das Institute of Medical Sciences, Ottapalam.",MBBS,SM,Round 3,2024,Private
6347,"SIM : Sree Narayana Institute of Medical Sciences, Ernakulam.",MBBS,SM,Round 3,2025,Private
6350,"AMC : Amala Institute of Medical Sciences, Thrissur",MBBS,AC,Round 3,2025,Private
6351,"MMH : Malabar Medical College Hospital, Kozhikkode",MBBS,EZ,Round 3,2024,Private
6351,"KMM : Karuna Medical College, Vilayodi, Palakkad.",MBBS,AM,Round 3,2025,Private
6354,"KDM : P K Das Institute of Medical Sciences, Ottapalam.",MBBS,SM,Round 3,2024,Private
6354,"KEM : Kerala Medical College, Palakkad",MBBS,MU,Round 3,2025,Private
6355,"MMH : Malabar Medical College Hospital, Kozhikkode",MBBS,EZ,Round 3,2024,Private
6355,"SUC : SUT Accademy of Medical Sciences , Thiruvananthapuram.",MBBS,SM,Round 3,2025,Private
6356,"SUC : SUT Accademy of Medical Sciences , Thiruvananthapuram.",MBBS,EZ,Round 1,2024,Private
6359,"AAM : Al Azhar Medical college, Thodupuzha.",MBBS,AM,Round 3,2025,Private
6362,"TRM : Travancore Medical College, Umayanalloor, Kollam.",MBBS,MM,Round 3,2025,Private
6363,"MMH : Malabar Medical College Hospital, Kozhikkode",MBBS,EZ,Round 3,2024,Private
6363,"KDM : P K Das Institute of Medical Sciences, Ottapalam.",MBBS,AM,Round 3,2025,Private
6365,"SUC : SUT Accademy of Medical Sciences , Thiruvananthapuram.",MBBS,SM,Round 3,2025,Private
6367,"KDM : P K Das Institute of Medical Sciences, Ottapalam.",MBBS,AM,Round 3,2025,Private
6370,"PMC : Pushpagiri Institute of Medical Science, Thiruvalla.",MBBS,AC,Round 3,2025,Private
6371,"TRM : Travancore Medical College, Umayanalloor, Kollam.",MBBS,MM,Round 3,2024,Private
6373,"KTM : Govt. Medical College, Kottayam.",MBBS,SC,Round 3,2025,Government
6376,"KCM : KMCT Medical College, Mukkom, Kozikkode.",MBBS,SM,Round 3,2024,Private
6377,"KMM : Karuna Medical College, Vilayodi, Palakkad.",MBBS,AM,Round 3,2024,Private
6377,"MZM : Mount Zion Medical College, Pathanamthitta.",MBBS,AM,Round 2,2025,Private
6379,"MMH : Malabar Medical College Hospital, Kozhikkode",MBBS,MU,Round 3,2024,Private
6379,"AMC : Amala Institute of Medical Sciences, Thrissur",MBBS,AC,Round 3,2025,Private
6380,"KLM : Govt. Medical College, Parippally, Kollam.",MBBS,DV,Round 3,2024,Government
6380,"KCM : KMCT Medical College, Mukkom, Kozikkode.",MBBS,MM,Round 3,2025,Private
6381,"KEM : Kerala Medical College, Palakkad",MBBS,MM,Round 3,2025,Private
6383,"KDM : P K Das Institute of Medical Sciences, Ottapalam.",MBBS,SM,Round 3,2025,Private
6384,"KCM : KMCT Medical College, Mukkom, Kozikkode.",MBBS,MU,Round 3,2025,Private
6385,"MMH : Malabar Medical College Hospital, Kozhikkode",MBBS,BX,Round 3,2025,Private
6386,"PIM : Palakkad Institute of Medical Sciences, Walayar",MBBS,AM,Round 2,2025,Private
6387,"KCM : KMCT Medical College, Mukkom, Kozikkode.",MBBS,MM,Round 1,2024,Private
6387,"PMC : Pushpagiri Institute of Medical Science, Thiruvalla.",MBBS,AC,Round 1,2025,Private
6388,"MMH : Malabar Medical College Hospital, Kozhikkode",MBBS,MU,Round 3,2024,Private
6388,"KTM : Govt. Medical College, Kottayam.",MBBS,SC,Round 3,2025,Government
6395,"SIM : Sree Narayana Institute of Medical Sciences, Ernakulam.",MBBS,SM,Round 3,2024,Private
6395,"MMH : Malabar Medical College Hospital, Kozhikkode",MBBS,MU,Round 3,2025,Private
6396,"AAM : Al Azhar Medical college, Thodupuzha.",MBBS,SM,Round 1,2024,Private
6397,"KCM : KMCT Medical College, Mukkom, Kozikkode.",MBBS,EZ,Round 3,2025,Private
6399,"KCM : KMCT Medical College, Mukkom, Kozikkode.",MBBS,SM,Round 3,2024,Private
6400,"KCM : KMCT Medical College, Mukkom, Kozikkode.",MBBS,BH,Round 3,2025,Private
6401,"MZM : Mount Zion Medical College, Pathanamthitta.",MBBS,AM,Round 3,2025,Private
6402,"SUC : SUT Accademy of Medical Sciences , Thiruvananthapuram.",MBBS,SM,Round 3,2025,Private
6403,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SC,Round 3,2024,Government
6404,"KCM : KMCT Medical College, Mukkom, Kozikkode.",MBBS,MU,Round 3,2025,Private
6405,"AZC : Azeezia Institute of Medi. Science, Meyyannoor, Kollam",MBBS,SM,Round 3,2024,Private
6408,"TRM : Travancore Medical College, Umayanalloor, Kollam.",MBBS,EZ,Round 3,2025,Private
6409,"KCM : KMCT Medical College, Mukkom, Kozikkode.",MBBS,MM,Round 3,2025,Private
6410,"SMC : Dr. Somervell Memorial CSI Medical College, Karakonam.",MBBS,SM,Round 3,2025,Private
6412,"KCM : KMCT Medical College, Mukkom, Kozikkode.",MBBS,MM,Round 3,2025,Private
6413,"KCM : KMCT Medical College, Mukkom, Kozikkode.",MBBS,MM,Round 3,2024,Private
6414,"KMM : Karuna Medical College, Vilayodi, Palakkad.",MBBS,AM,Round 3,2024,Private
6417,"PMC : Pushpagiri Institute of Medical Science, Thiruvalla.",MBBS,AC,Round 1,2024,Private
6418,"AAM : Al Azhar Medical college, Thodupuzha.",MBBS,AM,Round 3,2024,Private
6418,"SIM : Sree Narayana Institute of Medical Sciences, Ernakulam.",MBBS,SM,Round 3,2025,Private
6419,"PIM : Palakkad Institute of Medical Sciences, Walayar",MBBS,AM,Round 3,2024,Private
6419,"PIM : Palakkad Institute of Medical Sciences, Walayar",MBBS,AM,Round 3,2025,Private
6420,"KEM : Kerala Medical College, Palakkad",MBBS,AM,Stray Round,2025,Private
6421,"KCM : KMCT Medical College, Mukkom, Kozikkode.",MBBS,SM,Round 3,2024,Private
6423,"CMC : Govt. Medical College, Ernakulam.",MBBS,DV,Round 3,2024,Government
6425,"KCM : KMCT Medical College, Mukkom, Kozikkode.",MBBS,SM,Round 3,2024,Private
6426,KNM : Government Medical College Kannur.,MBBS,DV,Round 3,2024,Government
6426,"PMC : Pushpagiri Institute of Medical Science, Thiruvalla.",MBBS,AC,Round 1,2025,Private
6427,"AAM : Al Azhar Medical college, Thodupuzha.",MBBS,AM,Round 2,2025,Private
6428,"KCM : KMCT Medical College, Mukkom, Kozikkode.",MBBS,SM,Round 3,2024,Private
6431,"MMH : Malabar Medical College Hospital, Kozhikkode",MBBS,MU,Round 3,2025,Private
6434,"KDM : P K Das Institute of Medical Sciences, Ottapalam.",MBBS,SM,Round 3,2025,Private
6435,"KDM : P K Das Institute of Medical Sciences, Ottapalam.",MBBS,SM,Round 1,2024,Private
6436,"PMC : Pushpagiri Institute of Medical Science, Thiruvalla.",MBBS,AC,Round 3,2024,Private
6437,"DMM : Dr. Moopen's Medical College, Meppadi, Wayanad.",MBBS,SM,Round 3,2024,Private
6438,"MMH : Malabar Medical College Hospital, Kozhikkode",MBBS,EZ,Round 3,2025,Private
6439,"SUC : SUT Accademy of Medical Sciences , Thiruvananthapuram.",MBBS,SM,Round 3,2024,Private
6440,"AMC : Amala Institute of Medical Sciences, Thrissur",MBBS,AC,Round 3,2025,Private
6442,"PMC : Pushpagiri Institute of Medical Science, Thiruvalla.",MBBS,AC,Round 3,2024,Private
6443,"KCM : KMCT Medical College, Mukkom, Kozikkode.",MBBS,MM,Round 3,2025,Private
6446,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,KU,Round 3,2024,Government
6447,"KCM : KMCT Medical College, Mukkom, Kozikkode.",MBBS,SM,Round 3,2024,Private
6447,"PIM : Palakkad Institute of Medical Sciences, Walayar",MBBS,AM,Round 3,2025,Private
6449,"PIM : Palakkad Institute of Medical Sciences, Walayar",MBBS,AM,Round 3,2024,Private
6449,"PMC : Pushpagiri Institute of Medical Science, Thiruvalla.",MBBS,AC,Round 1,2025,Private
6450,"AAM : Al Azhar Medical college, Thodupuzha.",MBBS,AM,Round 3,2025,Private
6454,"MMC : Malankara Orthodox Syrian Church Medi.College, Kolenchery.",MBBS,AC,Round 3,2024,Private
6455,"SUC : SUT Accademy of Medical Sciences , Thiruvananthapuram.",MBBS,SM,Round 3,2024,Private
6458,"PMC : Pushpagiri Institute of Medical Science, Thiruvalla.",MBBS,AC,Round 3,2025,Private
6459,"MZM : Mount Zion Medical College, Pathanamthitta.",MBBS,AM,Round 3,2024,Private
6461,"AAM : Al Azhar Medical college, Thodupuzha.",MBBS,AM,Round 3,2025,Private
6463,"KCM : KMCT Medical College, Mukkom, Kozikkode.",MBBS,SM,Round 3,2024,Private
6463,"KCM : KMCT Medical College, Mukkom, Kozikkode.",MBBS,MM,Round 3,2025,Private
